Cѓd Mun; Codigouf; Codigomunicipio; Estado; Nome; Capital (1=Sim;0=Nуo); Porte do Municэpio; Populaчуo 2016 (IBGE); Сrea da unidade territorial 2015 (kmВ) (IBGE Cidades); Densidade demogrсfica 2010 (hab/kmВ) (IBGE Cidades); PIB 2013 -  A preчos correntes (1000 R$) (IBGE) ; PIB per capita (R$) 2013 (IBGE); Эndice Firjan de Gestуo Fiscal (2015); Gastos saњde e educaчуo per capita; Эndice Fiscal 2016; Colocaчуo Nacional em Gastos e Finanчas Pњblicas; Colocaчуo Estadual em Gastos e Finanчas Pњblicas; "Municэpios com эndice 
(1=Sim; 0 Nуo)"; Status em Gastos e Finanчas; Variсvel do outlier; Terceirizaчуo serviчos bсsicos; Informatizaчуo; Articulaчуo institucional; Transparъncia; Planejamento Urbano; Servidores per capita; Comissionados ; Эndice Gestуo 2016; Colocaчуo Nacional em Qualidade da Gestуo; Colocaчуo Estadual em Qualidade da Gestуo; "Municэpios com эndice 
(1=Sim; 0 Nуo)2"; Status em Qualidade da Gestуo; Variсvel do outlier ; Qualidade habitacional; Atendimento mщdico; Vulnerabilidade; Educaчуo; IDHM; Mortalidade infantil; Эndice de Desempenho 2016; Colocaчуo Nacional em Desempenho; Colocaчуo Estadual em Desempenho; "Municэpios com эndice 
(1=Sim; 0 Nуo)3"; Status em Desempenho; Variсvel do outlier  ; IGM - 2016; Colocaчуo no IGM; Colocaчуo Estadual no IGM; "Municэpios com эndice 
(1=Sim; 0 Nуo)4"
4210407; 42; 10407; SC; MARACAJA; 0; Pequeno porte 1; 7.051; 62,46; 102,5; 157.814,28; 23.262,72; 0,485; 0,219; 0,352; 2456К; 234К; 1; Com dados; ; 0,000; 1,000; 0,000; 0,850; 0,203; 0,841; 0,990; 0,555; 1830К; 224К; 1; Com dados; ; 0,978; 0,108; 0,900; 0,573; 0,776; 0,921; 0,709; 870К; 148К; 1; Com dados; ; 0,539; 1188К; 200К; 1
3523503; 35; 23503; SP; ITATINGA; 0; Pequeno porte 1; 19.951; 979,82; 18,4; 202.794,88; 10.509,14; 0,580; 0,331; 0,456; 911К; 184К; 1; Com dados; ; 0,000; 0,640; 0,238; 0,711; 0,152; 0,759; 0,995; 0,499; 2680К; 232К; 1; Com dados; ; 0,949; 0,182; 0,818; 0,545; 0,628; 0,848; 0,662; 1703К; 523К; 1; Com dados; ; 0,539; 1189К; 219К; 1
4211108; 42; 11108; SC; MONTE CASTELO; 0; Pequeno porte 1; 8.473; 573,59; 14,6; 158.996,04; 18.753,96; 0,477; 0,222; 0,350; 2496К; 238К; 1; Com dados; ; 0,229; 1,000; 0,227; 0,571; 0,953; 0,760; 0,992; 0,676; 446К; 88К; 1; Com dados; ; 0,861; 0,190; 0,656; 0,438; 0,554; 0,845; 0,591; 2636К; 256К; 1; Com dados; ; 0,539; 1190К; 201К; 1
5220207; 52; 20207; GO; SAO MIGUEL DO ARAGUAIA; 0; Pequeno porte 2; 22.706; 6.144,41; 3,6; 365.281,83; 16.040,13; 0,640; 0,276; 0,458; 895К; 63К; 1; Com dados; ; 0,000; 0,870; 0,090; 0,611; 0,703; 0,726; 0,993; 0,570; 1600К; 46К; 1; Com dados; ; 0,806; 0,180; 0,746; 0,426; 0,527; 0,840; 0,588; 2659К; 186К; 1; Com dados; ; 0,539; 1191К; 58К; 1
3503109; 35; 3109; SP; ARANDU; 0; Pequeno porte 1; 6.360; 285,91; 21,4; 71.002,75; 11.209,78; 0,652; 0,429; 0,540; 322К; 73К; 1; Com dados; ; 0,000; 0,762; 0,000; 0,561; 0,170; 0,466; 0,994; 0,422; 3710К; 318К; 1; Com dados; ; 0,965; 0,191; 0,816; 0,613; 0,578; 0,759; 0,654; 1842К; 540К; 1; Com dados; ; 0,539; 1192К; 220К; 1
4205175; 42; 5175; SC; ENTRE RIOS; 0; Pequeno porte 1; 3.167; 104,55; 28,9; 88.951,91; 28.528,52; 0,542; 0,470; 0,506; 500К; 68К; 1; Com dados; ; 0,229; 1,000; 0,000; 0,930; 0,038; 0,444; 0,995; 0,519; 2396К; 243К; 1; Com dados; ; 0,648; 0,139; 0,826; 0,618; 0,511; 0,802; 0,591; 2638К; 257К; 1; Com dados; ; 0,539; 1193К; 202К; 1
2301000; 23; 1000; CE; AQUIRAZ; 0; Mщdio porte; 78.438; 482,38; 150,5; 1.428.404,78; 18.748,91; 0,501; 0,307; 0,404; 1610К; 26К; 1; Com dados; ; 0,477; 1,000; 0,000; 0,790; 0,793; 0,718; 0,994; 0,682; 403К; 8К; 1; Com dados; ; 0,581; 0,287; 0,559; 0,599; 0,473; 0,683; 0,530; 3138К; 35К; 1; Com dados; ; 0,539; 1194К; 9К; 1
3551009; 35; 51009; SP; SAO VICENTE; 0; Grande porte; 357.989; 147,89; 2.247,90; 4.386.717,47; 12.516,85; 0,402; 0,193; 0,298; 3377К; 533К; 1; Com dados; ; 0,251; 1,000; 0,000; 0,541; 0,618; 0,822; 0,993; 0,604; 1132К; 124К; 1; Com dados; ; 0,936; 0,214; 0,839; 0,638; 0,776; 0,884; 0,714; 780К; 315К; 1; Com dados; ; 0,538; 1195К; 221К; 1
5103304; 51; 3304; MT; COMODORO; 0; Pequeno porte 1; 19.702; 21.589,29; 0,8; 379.283,51; 19.915,12; 0,584; 0,292; 0,438; 1133К; 47К; 1; Com dados; ; 0,480; 1,000; 0,000; 0,362; 0,719; 0,658; 0,996; 0,602; 1151К; 28К; 1; Com dados; ; 0,810; 0,130; 0,719; 0,379; 0,587; 0,829; 0,576; 2759К; 92К; 1; Com dados; ; 0,538; 1196К; 33К; 1
5004106; 50; 4106; MS; GUIA LOPES DA LAGUNA; 0; Pequeno porte 1; 10.063; 1.210,61; 8,6; 150.016,56; 14.583,12; 0,370; 0,214; 0,292; 3465К; 65К; 1; Com dados; ; 0,000; 1,000; 0,874; 0,810; 0,764; 0,839; 0,988; 0,754; 127К; 6К; 1; Com dados; ; 0,912; 0,178; 0,651; 0,396; 0,554; 0,726; 0,569; 2802К; 58К; 1; Com dados; ; 0,538; 1197К; 32К; 1
3552403; 35; 52403; SP; SUMARE; 0; Grande porte; 269.522; 153,47; 1.572,00; 11.327.493,26; 43.810,60; 0,342; 0,163; 0,252; 3940К; 573К; 1; Com dados; ; 0,229; 1,000; 0,000; 0,621; 0,768; 0,855; 0,997; 0,639; 737К; 86К; 1; Com dados; ; 0,945; 0,240; 0,876; 0,675; 0,761; 0,847; 0,724; 645К; 269К; 1; Com dados; ; 0,538; 1198К; 222К; 1
4112108; 41; 12108; PR; JANDAIA DO SUL; 0; Pequeno porte 2; 21.273; 187,6; 108; 649.410,33; 30.840,59; 0,569; 0,179; 0,374; 2113К; 260К; 1; Com dados; ; 0,000; 1,000; 0,000; 0,581; 0,418; 0,723; 0,997; 0,531; 2209К; 250К; 1; Com dados; ; 0,985; 0,257; 0,886; 0,591; 0,726; 0,810; 0,709; 869К; 97К; 1; Com dados; ; 0,538; 1199К; 207К; 1
3135100; 31; 35100; MG; JANAUBA; 0; Mщdio porte; 71.279; 2.181,32; 30,6; 733.767,71; 10.476,26; 0,238; 0,220; 0,229; 4152К; 597К; 1; Com dados; ; 0,248; 1,000; 1,000; 0,441; 0,908; 0,805; 0,997; 0,771; 80К; 6К; 1; Com dados; ; 0,865; 0,131; 0,709; 0,662; 0,604; 0,715; 0,614; 2371К; 443К; 1; Com dados; ; 0,538; 1200К; 81К; 1
3520707; 35; 20707; SP; INDIAPORA; 0; Pequeno porte 1; 3.960; 279,61; 14; 61.141,77; 15.331,44; 0,403; 0,449; 0,426; 1282К; 245К; 1; Com dados; ; 0,000; 1,000; 0,000; 0,631; 0,022; 0,524; 0,996; 0,453; 3359К; 294К; 1; Com dados; ; 0,987; 0,182; 0,814; 0,858; 0,735; 0,834; 0,735; 488К; 211К; 1; Com dados; ; 0,538; 1201К; 223К; 1
5202809; 52; 2809; GO; AVELINOPOLIS; 0; Pequeno porte 1; 2.496; 174,24; 14,1; 47.467,78; 18.956,78; 0,499; 0,537; 0,518; 434К; 31К; 1; Com dados; ; 0,000; 1,000; 0,000; 0,691; 0,097; 0,496; 0,971; 0,465; 3195К; 139К; 1; Com dados; ; 0,970; 0,145; 0,693; 0,602; 0,518; 0,862; 0,632; 2151К; 141К; 1; Com dados; ; 0,538; 1202К; 59К; 1
4211603; 42; 11603; SC; NOVA VENEZA; 0; Pequeno porte 1; 14.654; 295,04; 45,1; 469.780,89; 33.322,52; 0,372; 0,315; 0,343; 2593К; 244К; 1; Com dados; ; 0,248; 0,534; 0,000; 0,681; 0,417; 0,617; 0,995; 0,499; 2686К; 252К; 1; Com dados; ; 0,972; 0,225; 0,917; 0,803; 0,776; 0,937; 0,772; 156К; 30К; 1; Com dados; ; 0,538; 1203К; 203К; 1
5220108; 52; 20108; GO; SAO LUIS DE MONTES BELOS; 0; Pequeno porte 2; 32.808; 826; 36,4; 560.175,58; 17.597,88; 0,527; 0,207; 0,367; 2218К; 137К; 1; Com dados; ; 0,000; 1,000; 0,090; 0,701; 0,429; 0,722; 0,995; 0,562; 1725К; 57К; 1; Com dados; ; 0,956; 0,229; 0,920; 0,491; 0,687; 0,818; 0,684; 1339К; 59К; 1; Com dados; ; 0,538; 1204К; 60К; 1
5201454; 52; 1454; GO; APARECIDA DO RIO DOCE; 0; Pequeno porte 1; 2.514; 602,13; 4; 54.294,61; 21.709,16; 0,397; 0,720; 0,559; 260К; 20К; 1; Com dados; ; 0,000; 1,000; 0,000; 0,711; 0,098; 0,216; 0,990; 0,431; 3631К; 171К; 1; Com dados; ; 0,961; 0,325; 0,718; 0,313; 0,597; 0,829; 0,624; 2257К; 153К; 1; Com dados; ; 0,538; 1205К; 61К; 1
5214879; 52; 14879; GO; NOVA IGUACU DE GOIAS; 0; Pequeno porte 1; 2.953; 628,44; 4,5; 28.730,29; 9.818,96; 0,425; 0,353; 0,389; 1874К; 115К; 1; Com dados; ; 0,251; 1,000; 0,315; 0,431; 0,726; 0,571; 0,984; 0,611; 1047К; 24К; 1; Com dados; ; 0,905; 0,093; 0,766; 0,579; 0,506; 0,824; 0,612; 2401К; 168К; 1; Com dados; ; 0,538; 1206К; 62К; 1
5215603; 52; 15603; GO; PADRE BERNARDO; 0; Pequeno porte 2; 31.646; 3.139,18; 8,8; 422.003,98; 14.039,19; 0,504; 0,310; 0,407; 1556К; 101К; 1; Com dados; ; 0,000; 1,000; 0,164; 0,950; 0,626; 0,759; 0,992; 0,641; 711К; 13К; 1; Com dados; ; 0,870; 0,151; 0,663; 0,406; 0,496; 0,797; 0,564; 2860К; 199К; 1; Com dados; ; 0,537; 1207К; 63К; 1
4314076; 43; 14076; RS; PASSO DO SOBRADO; 0; Pequeno porte 1; 6.402; 265,11; 22,7; 141.127,80; 22.376,38; 0,468; 0,286; 0,377; 2053К; 332К; 1; Com dados; ; 0,373; 0,762; 0,000; 0,880; 0,287; 0,720; 0,988; 0,573; 1557К; 241К; 1; Com dados; ; 0,901; 0,176; 0,922; 0,447; 0,609; 0,921; 0,662; 1690К; 243К; 1; Com dados; ; 0,537; 1208К; 258К; 1
3141108; 31; 41108; MG; MATOZINHOS; 0; Pequeno porte 2; 37.040; 252,28; 134,6; 888.374,99; 24.655,85; 0,640; 0,164; 0,402; 1641К; 111К; 1; Com dados; ; 0,229; 0,534; 0,000; 0,302; 0,530; 0,790; 0,995; 0,483; 2929К; 355К; 1; Com dados; ; 0,958; 0,375; 0,860; 0,596; 0,687; 0,886; 0,727; 605К; 59К; 1; Com dados; ; 0,537; 1209К; 82К; 1
4204905; 42; 4905; SC; DESCANSO; 0; Pequeno porte 1; 8.452; 287,4; 30,2; 180.638,61; 20.975,22; 0,395; 0,202; 0,298; 3365К; 264К; 1; Com dados; ; 0,373; 0,762; 0,000; 0,741; 0,429; 0,849; 0,991; 0,592; 1273К; 180К; 1; Com dados; ; 0,922; 0,200; 0,921; 0,664; 0,716; 0,908; 0,722; 678К; 127К; 1; Com dados; ; 0,537; 1210К; 204К; 1
3555000; 35; 55000; SP; TUPA; 0; Mщdio porte; 65.705; 627,99; 101; 1.401.101,15; 21.377,80; 0,466; 0,139; 0,302; 3303К; 525К; 1; Com dados; ; 0,000; 1,000; 0,000; 0,731; 0,646; 0,705; 1,000; 0,583; 1411К; 145К; 1; Com dados; ; 0,980; 0,246; 0,876; 0,627; 0,783; 0,845; 0,726; 619К; 259К; 1; Com dados; ; 0,537; 1211К; 224К; 1
4310900; 43; 10900; RS; JACUTINGA; 0; Pequeno porte 1; 3.709; 179,3; 20,3; 123.694,27; 33.215,43; 0,445; 0,313; 0,379; 2016К; 325К; 1; Com dados; ; 0,229; 0,834; 0,000; 0,641; 0,221; 0,658; 0,992; 0,511; 2522К; 384К; 1; Com dados; ; 0,969; 0,146; 0,909; 0,702; 0,675; 0,929; 0,722; 673К; 97К; 1; Com dados; ; 0,537; 1212К; 259К; 1
5105622; 51; 5622; MT; MIRASSOL D'OESTE; 0; Pequeno porte 2; 26.596; 1.077,09; 23,5; 506.889,81; 19.494,26; 0,655; 0,141; 0,398; 1716К; 68К; 1; Com dados; ; 0,000; 0,603; 0,753; 0,850; 0,277; 0,801; 0,998; 0,612; 1035К; 24К; 1; Com dados; ; 0,896; 0,033; 0,805; 0,483; 0,623; 0,769; 0,602; 2528К; 75К; 1; Com dados; ; 0,537; 1213К; 34К; 1
3529609; 35; 29609; SP; MERIDIANO; 0; Pequeno porte 1; 3.902; 228,2; 16,8; 210.404,31; 53.483,56; 0,554; 0,550; 0,552; 283К; 65К; 1; Com dados; ; 0,000; 0,304; 0,000; 0,162; 0,186; 0,369; 0,996; 0,288; 4317К; 379К; 1; Com dados; ; 0,980; 0,497; 0,884; 0,785; 0,687; 0,791; 0,771; 160К; 79К; 1; Com dados; ; 0,537; 1214К; 225К; 1
3534104; 35; 34104; SP; ORIENTE; 0; Pequeno porte 1; 6.447; 218,67; 27,9; 81.444,30; 12.793,64; 0,597; 0,232; 0,415; 1434К; 275К; 1; Com dados; ; 0,248; 0,534; 0,000; 0,641; 0,175; 0,665; 0,993; 0,465; 3187К; 279К; 1; Com dados; ; 0,980; 0,257; 0,844; 0,682; 0,780; 0,840; 0,731; 550К; 238К; 1; Com dados; ; 0,537; 1215К; 226К; 1
3555356; 35; 55356; SP; UBARANA; 0; Pequeno porte 1; 5.996; 209,84; 25,2; 183.997,11; 32.099,98; 0,426; 0,509; 0,468; 792К; 163К; 1; Com dados; ; 0,000; 0,596; 0,000; 0,631; 0,353; 0,449; 0,998; 0,432; 3612К; 310К; 1; Com dados; ; 0,971; 0,317; 0,819; 0,685; 0,613; 0,856; 0,710; 850К; 336К; 1; Com dados; ; 0,537; 1216К; 227К; 1
4310439; 43; 10439; RS; IPE; 0; Pequeno porte 1; 6.448; 599,25; 10; 158.424,34; 25.011,74; 0,542; 0,212; 0,377; 2055К; 333К; 1; Com dados; ; 0,000; 1,000; 0,118; 1,000; 0,204; 0,680; 0,996; 0,571; 1586К; 244К; 1; Com dados; ; 0,967; 0,117; 0,895; 0,433; 0,680; 0,881; 0,662; 1698К; 245К; 1; Com dados; ; 0,537; 1217К; 260К; 1
4117008; 41; 17008; PR; NOVA FATIMA; 0; Pequeno porte 1; 8.357; 283,42; 28,8; 140.829,08; 16.839,54; 0,432; 0,204; 0,318; 3028К; 335К; 1; Com dados; ; 0,604; 1,000; 0,121; 0,780; 0,530; 0,610; 0,998; 0,663; 537К; 64К; 1; Com dados; ; 0,856; 0,124; 0,814; 0,539; 0,585; 0,853; 0,629; 2186К; 282К; 1; Com dados; ; 0,537; 1218К; 208К; 1
3510203; 35; 10203; SP; CAPAO BONITO; 0; Pequeno porte 2; 47.475; 1.640,23; 28,2; 583.819,14; 12.288,34; 0,649; 0,310; 0,480; 696К; 147К; 1; Com dados; ; 0,373; 0,532; 0,121; 0,631; 0,203; 0,999; 0,504; 0,480; 2966К; 256К; 1; Com dados; ; 0,916; 0,171; 0,729; 0,605; 0,663; 0,813; 0,650; 1901К; 546К; 1; Com dados; ; 0,537; 1219К; 228К; 1
3548401; 35; 48401; SP; SANTOPOLIS DO AGUAPEI; 0; Pequeno porte 1; 4.650; 128,03; 33,4; 54.980,52; 12.131,62; 0,314; 0,343; 0,328; 2853К; 483К; 1; Com dados; ; 1,000; 0,762; 0,074; 0,691; 0,022; 0,538; 0,998; 0,584; 1403К; 143К; 1; Com dados; ; 0,975; 0,101; 0,880; 0,699; 0,709; 0,821; 0,698; 1080К; 396К; 1; Com dados; ; 0,537; 1220К; 229К; 1
4108957; 41; 8957; PR; GUAMIRANGA; 0; Pequeno porte 1; 8.552; 244,8; 32,3; 161.346,75; 19.339,18; 0,499; 0,273; 0,386; 1924К; 243К; 1; Com dados; ; 0,621; 0,762; 0,000; 0,751; 0,494; 0,709; 0,996; 0,619; 960К; 115К; 1; Com dados; ; 0,795; 0,252; 0,742; 0,484; 0,539; 0,818; 0,605; 2483К; 307К; 1; Com dados; ; 0,537; 1221К; 209К; 1
3556107; 35; 56107; SP; VALENTIM GENTIL; 0; Pequeno porte 1; 12.610; 149,74; 73,7; 273.830,24; 22.796,39; 0,515; 0,249; 0,382; 1981К; 365К; 1; Com dados; ; 0,000; 0,834; 0,000; 0,731; 0,039; 0,770; 0,996; 0,481; 2954К; 255К; 1; Com dados; ; 0,934; 0,471; 0,893; 0,707; 0,697; 0,772; 0,746; 370К; 163К; 1; Com dados; ; 0,536; 1222К; 230К; 1
4309571; 43; 9571; RS; HERVEIRAS; 0; Pequeno porte 1; 3.067; 118,28; 25; 51.710,05; 16.920,83; 0,535; 0,436; 0,485; 639К; 138К; 1; Com dados; ; 0,229; 0,771; 0,000; 1,000; 0,146; 0,706; 0,989; 0,549; 1942К; 300К; 1; Com dados; ; 0,829; 0,307; 0,834; 0,281; 0,413; 0,786; 0,575; 2764К; 386К; 1; Com dados; ; 0,536; 1223К; 261К; 1
2933307; 29; 33307; BA; VITORIA DA CONQUISTA; 0; Grande porte; 346.069; 3.704,02; 91,4; 4.935.906,37; 14.647,17; 0,474; 0,196; 0,335; 2747К; 103К; 1; Com dados; ; 0,621; 1,000; 0,000; 0,900; 0,669; 0,805; 0,998; 0,713; 247К; 22К; 1; Com dados; ; 0,855; 0,108; 0,731; 0,454; 0,561; 0,655; 0,561; 2891К; 38К; 1; Com dados; ; 0,536; 1224К; 10К; 1
4207908; 42; 7908; SC; IRINEOPOLIS; 0; Pequeno porte 1; 11.061; 589,56; 17,7; 277.163,79; 25.561,54; 0,500; 0,372; 0,436; 1156К; 159К; 1; Com dados; ; 0,000; 1,000; 0,227; 0,800; 0,120; 0,728; 0,997; 0,553; 1861К; 225К; 1; Com dados; ; 0,869; 0,123; 0,770; 0,474; 0,611; 0,870; 0,619; 2311К; 243К; 1; Com dados; ; 0,536; 1225К; 205К; 1
2407104; 24; 7104; RN; MACAIBA; 0; Mщdio porte; 79.211; 510,77; 136; 1.152.857,81; 15.259,94; 0,489; 0,160; 0,325; 2921К; 53К; 1; Com dados; ; 0,872; 1,000; 0,000; 0,900; 0,620; 0,849; 0,987; 0,747; 143К; 4К; 1; Com dados; ; 0,777; 0,137; 0,598; 0,581; 0,470; 0,661; 0,537; 3071К; 43К; 1; Com dados; ; 0,536; 1226К; 4К; 1
5204508; 52; 4508; GO; CALDAS NOVAS; 0; Mщdio porte; 83.220; 1.595,97; 44,2; 1.689.608,02; 21.689,73; 0,613; 0,199; 0,406; 1571К; 103К; 1; Com dados; ; 0,229; 0,596; 0,000; 0,402; 0,708; 0,784; 0,976; 0,528; 2267К; 90К; 1; Com dados; ; 0,936; 0,221; 0,869; 0,503; 0,692; 0,826; 0,674; 1492К; 82К; 1; Com dados; ; 0,536; 1227К; 64К; 1
5221577; 52; 21577; GO; UIRAPURU; 0; Pequeno porte 1; 2.967; 1.153,48; 2,5; 38.569,69; 12.916,84; 0,617; 0,509; 0,563; 240К; 19К; 1; Com dados; ; 0,000; 1,000; 0,120; 0,471; 0,000; 0,470; 0,987; 0,435; 3577К; 168К; 1; Com dados; ; 0,876; 0,245; 0,794; 0,358; 0,542; 0,845; 0,610; 2427К; 174К; 1; Com dados; ; 0,536; 1228К; 65К; 1
4203105; 42; 3105; SC; CAIBI; 0; Pequeno porte 1; 6.228; 174,84; 35,6; 127.772,59; 20.365,41; 0,352; 0,273; 0,313; 3119К; 260К; 1; Com dados; ; 0,229; 1,000; 0,000; 0,800; 0,137; 0,788; 0,984; 0,563; 1720К; 215К; 1; Com dados; ; 0,975; 0,202; 0,928; 0,754; 0,680; 0,856; 0,733; 520К; 105К; 1; Com dados; ; 0,536; 1229К; 206К; 1
5106240; 51; 6240; MT; NOVA UBIRATA; 0; Pequeno porte 1; 11.074; 12.706,74; 0,7; 639.498,10; 62.652,90; 0,620; 0,476; 0,548; 291К; 16К; 1; Com dados; ; 0,229; 0,534; 0,000; 0,621; 0,165; 0,655; 0,993; 0,457; 3308К; 84К; 1; Com dados; ; 0,907; 0,146; 0,766; 0,488; 0,539; 0,769; 0,603; 2515К; 73К; 1; Com dados; ; 0,536; 1230К; 35К; 1
2924009; 29; 24009; BA; PAULO AFONSO; 0; Grande porte; 119.930; 1.579,72; 68,6; 1.446.932,81; 12.327,23; 0,464; 0,208; 0,336; 2719К; 99К; 1; Com dados; ; 0,604; 0,834; 0,405; 0,441; 0,706; 0,891; 0,995; 0,697; 327К; 24К; 1; Com dados; ; 0,863; 0,210; 0,639; 0,519; 0,551; 0,666; 0,575; 2765К; 32К; 1; Com dados; ; 0,536; 1231К; 11К; 1
4302709; 43; 2709; RS; BUTIA; 0; Pequeno porte 2; 21.220; 752,19; 27,1; 329.592,08; 15.597,56; 0,413; 0,220; 0,317; 3055К; 413К; 1; Com dados; ; 0,872; 1,000; 0,000; 0,780; 0,303; 0,858; 0,993; 0,687; 372К; 72К; 1; Com dados; ; 0,942; 0,110; 0,694; 0,374; 0,587; 0,916; 0,604; 2499К; 358К; 1; Com dados; ; 0,536; 1232К; 262К; 1
5105234; 51; 5234; MT; LAMBARI D'OESTE; 0; Pequeno porte 1; 5.831; 1.763,88; 3,1; 167.722,44; 29.701,16; 0,531; 0,275; 0,403; 1632К; 63К; 1; Com dados; ; 0,477; 1,000; 0,573; 0,671; 0,198; 0,689; 0,991; 0,657; 579К; 17К; 1; Com dados; ; 0,850; 0,162; 0,755; 0,387; 0,439; 0,685; 0,547; 2991К; 106К; 1; Com dados; ; 0,536; 1233К; 36К; 1
5211503; 52; 11503; GO; ITUMBIARA; 0; Grande porte; 101.544; 2.464,51; 37,7; 3.686.399,99; 37.431,46; 0,361; 0,213; 0,287; 3540К; 188К; 1; Com dados; ; 0,477; 1,000; 0,000; 0,501; 0,646; 0,652; 0,994; 0,610; 1054К; 26К; 1; Com dados; ; 0,939; 0,238; 0,892; 0,588; 0,737; 0,865; 0,710; 860К; 29К; 1; Com dados; ; 0,536; 1234К; 66К; 1
3104106; 31; 4106; MG; ARCEBURGO; 0; Pequeno porte 1; 10.478; 162,88; 58,4; 215.273,32; 21.217,56; 0,500; 0,197; 0,349; 2509К; 239К; 1; Com dados; ; 0,477; 1,000; 0,000; 0,820; 0,204; 0,715; 0,997; 0,602; 1154К; 94К; 1; Com dados; ; 0,968; 0,183; 0,888; 0,571; 0,573; 0,753; 0,656; 1798К; 286К; 1; Com dados; ; 0,535; 1235К; 83К; 1
3544301; 35; 44301; SP; ROSEIRA; 0; Pequeno porte 1; 10.429; 130,65; 73,5; 207.925,61; 20.449,02; 0,605; 0,463; 0,534; 353К; 79К; 1; Com dados; ; 0,000; 0,834; 0,000; 0,272; 0,022; 0,594; 0,996; 0,388; 3996К; 347К; 1; Com dados; ; 0,956; 0,163; 0,799; 0,681; 0,702; 0,805; 0,684; 1328К; 466К; 1; Com dados; ; 0,535; 1236К; 231К; 1
5206800; 52; 6800; GO; DAMOLANDIA; 0; Pequeno porte 1; 2.919; 84,5; 32,5; 33.767,58; 11.769,81; 0,458; 0,407; 0,433; 1203К; 80К; 1; Com dados; ; 0,000; 0,762; 0,090; 0,411; 0,339; 0,645; 0,967; 0,459; 3271К; 147К; 1; Com dados; ; 0,982; 0,549; 0,811; 0,496; 0,606; 0,840; 0,714; 784К; 23К; 1; Com dados; ; 0,535; 1237К; 67К; 1
3108305; 31; 8305; MG; BORDA DA MATA; 0; Pequeno porte 1; 18.873; 301,11; 56,9; 226.621,62; 12.403,35; 0,432; 0,169; 0,301; 3328К; 395К; 1; Com dados; ; 0,229; 1,000; 0,121; 0,372; 0,577; 0,750; 0,997; 0,578; 1484К; 132К; 1; Com dados; ; 0,974; 0,381; 0,836; 0,599; 0,685; 0,891; 0,728; 586К; 55К; 1; Com dados; ; 0,535; 1238К; 84К; 1
3512902; 35; 12902; SP; COSMORAMA; 0; Pequeno porte 1; 7.381; 441,68; 16,3; 222.967,52; 30.114,47; 0,368; 0,417; 0,393; 1819К; 345К; 1; Com dados; ; 0,000; 0,762; 0,120; 0,671; 0,247; 0,634; 0,995; 0,490; 2816К; 245К; 1; Com dados; ; 0,979; 0,416; 0,895; 0,517; 0,666; 0,870; 0,724; 648К; 272К; 1; Com dados; ; 0,535; 1239К; 232К; 1
4316501; 43; 16501; RS; SALVADOR DO SUL; 0; Pequeno porte 1; 7.377; 98,56; 67,6; 254.788,67; 35.476,01; 0,353; 0,279; 0,316; 3061К; 414К; 1; Com dados; ; 0,477; 1,000; 0,000; 0,751; 0,221; 0,589; 0,996; 0,576; 1508К; 230К; 1; Com dados; ; 0,972; 0,072; 0,946; 0,700; 0,709; 0,883; 0,714; 790К; 115К; 1; Com dados; ; 0,535; 1240К; 263К; 1
5000708; 50; 708; MS; ANASTACIO; 0; Pequeno porte 2; 24.852; 2.946,32; 8,1; 288.442,01; 11.756,83; 0,538; 0,163; 0,351; 2477К; 56К; 1; Com dados; ; 0,248; 0,762; 0,106; 0,830; 0,921; 0,821; 0,985; 0,668; 511К; 20К; 1; Com dados; ; 0,881; 0,278; 0,763; 0,465; 0,525; 0,612; 0,587; 2660К; 47К; 1; Com dados; ; 0,535; 1241К; 33К; 1
3300456; 33; 456; RJ; BELFORD ROXO; 0; Grande porte; 494.141; 77,82; 6.031,40; 6.326.949,39; 13.247,85; 0,419; 0,071; 0,245; 4011К; 49К; 1; Com dados; ; 0,729; 1,000; 0,140; 0,850; 0,712; 0,877; 0,986; 0,756; 116К; 3К; 1; Com dados; ; 0,841; 0,191; 0,736; 0,499; 0,575; 0,782; 0,604; 2497К; 71К; 1; Com dados; ; 0,535; 1242К; 20К; 1
3156908; 31; 56908; MG; SACRAMENTO; 0; Pequeno porte 2; 25.819; 3.073,27; 7,8; 771.019,02; 30.565,67; 0,354; 0,380; 0,367; 2221К; 194К; 1; Com dados; ; 0,477; 1,000; 0,000; 0,541; 0,701; 0,998; 0,002; 0,531; 2207К; 227К; 1; Com dados; ; 0,978; 0,270; 0,871; 0,531; 0,690; 0,902; 0,707; 912К; 95К; 1; Com dados; ; 0,535; 1243К; 85К; 1
4119509; 41; 19509; PR; PIRAQUARA; 0; Grande porte; 106.132; 227,04; 410,5; 1.083.156,34; 10.718,70; 0,441; 0,113; 0,277; 3665К; 358К; 1; Com dados; ; 0,477; 1,000; 0,090; 0,741; 0,699; 0,772; 0,998; 0,682; 399К; 42К; 1; Com dados; ; 0,920; 0,122; 0,798; 0,442; 0,613; 0,978; 0,646; 1969К; 259К; 1; Com dados; ; 0,535; 1244К; 210К; 1
